pt-br,en
Preferiria ficar aqui a ir lá.,I'd rather stay here than go there.
Direi isso a ele.,I'll tell him that.
Você não acha?,Don't you think so?
"Não, eu acho que não.","No, I don't think so."
"Não, eu não acho.","No, I don't think so."
Eu discordo.,I don't agree.
Meu suéter encolheu na lavagem.,My sweater shrank in the wash.
A Stella está morta mesmo!,Stella really is dead!
Eu esqueci completamente.,I've clean forgotten.
Nossa!,Wow!
É logo na esquina.,It's just around the corner.
Mesmo ao virar da esquina.,It's just around the corner.
"É logo ali, virando a esquina.",It's just around the corner.
Perdi o ônibus da escola.,I missed the school bus!
As sacolinhas plásticas de supermercado não têm outra utilidade senão como depósito de lixo.,There's no use for plastic supermarket bags aside from putting trash in them.
Susan estava apavorada.,Susan was terrified.
Eu sou Susan Greene.,I'm Susan Greene.
"Exceto por John, todos eles chegaram.","Except for John, they all arrived."
John atravessou o portão.,John moved forward to the gate.
"John disse que gostaria de se casar comigo, e estou o mais feliz possível.","John said he'd like to marry me, and I'm as happy as can be."
O Sr. Johnson era o corredor mais rápido dentre os três.,Mr Johnson ran fastest of the three.
O Sr. Jordan levantou-se repentinamente.,Mr Jordan woke up suddenly.
Ele impacientemente pedia pelo ressarcimento.,He impatiently asked for repayment.
O que está acontecendo lá embaixo?,What's going on down there?
Já volto.,I'll be right back.
Volto logo.,I'll be right back.
Mas ele foi sortudo.,But he was lucky.
Mas ele ainda não sabe disso.,But he doesn't know it yet.
Mas ele ainda não o sabe.,But he doesn't know it yet.
Mas você não está lá.,But you're not there.
"Mas no final, ele botou o livro no fogo.",But in the end he put the book on the fire.
"Mas no final, ele colocou o livro no fogo.",But in the end he put the book on the fire.
Mas Susan prometeu que ela ligaria.,But Susan promised that she would call.
Mas eles virão aqui amanhã.,But they will come here tomorrow.
Mas ele precisava trabalhar.,But he needed a job.
O jato pousou em Tóquio.,The jet landed at Tokyo.
É melhor a gente se mexer.,We'd better get a move on.
Estamos aqui!,Here we are!
Pode entrar!,Come on in!
Tente nadar!,Try and swim!
"Olá, Tom.","Hello, Tom."
Eu vou tentar dessa vez.,This time I'll try it.
Eu te darei tudo menos isso.,I'll give you anything but this.
Eu queria três desses.,I'd like three of these.
Nenhum desses ônibus vai para Shinjuku.,None of these buses go to Shinjuku.
"Entre todas as minhas viagens, nunca vi uma montanha tão bela quanto o Everest.",In all my travels I've never seen a more beautiful mountain than Everest.
Você não pode trazer isto para dentro.,You can't bring this in.
"Isso não foi barato, pois sim?","This wasn't cheap, was it?"
"Isso não foi barato, foi?","This wasn't cheap, was it?"
Isto é uma exceção à regra.,This is an exception to the rule.
Essa quantidade de comida será suficiente para uma semana acampando?,Will this much food do for a week's camping?
Isto foi o que ele disse.,This is what he said.
Aqui está o endereço.,Here's the address.
Vamos manter contato.,Let's keep in touch.
Esse assunto é de suma importância para nós.,This matter is extremely important to us.
Você precisa carregar uma arma nesta área.,You've got to carry a gun in this area.
Nesse cômodo não bate muito sol.,This room gets little sunshine.
Estou livre no domingo.,I'm free on Sunday.
Que boa que é esta xícara.,How nice this cup is!
Não leio muito esse tipo de livro.,I don't read this kind of book much.
Vista a criança com essas roupas.,Put the kid into these clothes.
Vou pegar esse guarda-chuva.,I'll take this umbrella.
Esta porta não vai trancar.,This door won't lock.
As chances de promoção são escassas nesta firma.,Chances of promotion are slim in this firm.
Que linda é esta flor!,How pretty is this flower!
O clima daqui não concorda comigo.,The climate here doesn't agree with me.
Você assina aqui?,Would you sign here?
Você poderia assinar aqui?,Could you sign here?
Não joguem beisebol aqui.,Don't play baseball here.
Não faça barulho aqui.,Don't be noisy here.
Descansemos aqui.,Let's rest here.
Não pare aqui.,Don't stop here.
Desçamos aqui.,Let's get off here.
Quantas paradas daqui?,How many stops from here?
O que Ken está fazendo agora?,What's Ken doing now?
Ken não estava correndo.,Ken wasn't running.
Devo ligar de volta para Ken?,Shall I call Ken back?
Não abra a porta aos chutes.,Don't kick the door open.
Nunca brinque aqui.,Never play here.
Nunca jogue aqui.,Never play here.
Contanto que isso não atrapalhe o jogo!,As long as it doesn't interrupt the game!
"Durma bem, Sean.","Sleep tight, Sean."
Você tem que parar de apostar de uma vez por todas.,You've got to give up gambling once and for all.
Está tudo acabado para o pobre Tom.,It's all over with poor Tom.
Minha mulher está tentando dormir.,My wife's trying to sleep.
Não seja um incômodo para a mãe.,Don't be a trouble to mother.
Mãe! Corre!,Mom! Hurry!
Eu só parei para falar tchau.,I just dropped in to say goodbye.
Estou faminto.,I'm starved.
Estou morto de fome.,I'm starved.
Não posso comer carne.,I can't eat meat.
Sanduíches são OK para almoço?,Are sandwiches OK for lunch?
Feliz aniversário!,Happy birthday to you!
Você pegou tudo.,You've taken everything.
Tchau!,Good-bye!
"Então, não há amor perdido entre eles?","So there's no love lost between them, then?"
Aí vêm eles.,Here they come.
Você não quer se sentar?,Won't you sit down?
É hora de ir.,It's time to be going.
Suco de laranja ou champanhe?,Orange juice or champagne?
Não vejo nada.,I don't see anything.
Não vejo coisa alguma.,I don't see anything.
"Você não pode dizer ""não"".",You can't say no.
Estamos contando com você para ser a animação da festa. Vou bombardeá-lo se não vier.,We're counting on you to be the life of the party. It'll bomb if you don't come.
Não há nada errado com o motor mas meu carro não anda.,"Nothing's wrong with the engine, but my car won't move."
Quem é Emily?,Who's Emily?
Amarre o avental.,Tie the apron.
Meu Deus! Não dá para acreditar nisso.,"Oh my God, I can't believe this."
"Nossa, inacreditável!","Gee, unbelievable!"
"Cale-se e escute, garoto!","Shut up and listen, kid."
"Cale a boca e escute, garota!","Shut up and listen, kid."
Não tivemos muitos visitantes essa semana.,We didn't have many visitors this summer.
Não conte mentiras.,Don't tell lies.
Não minta.,Don't tell lies.
Estamos prontos para sair.,We're ready to leave.
Feliz Páscoa!,Happy Easter!
De jeito nenhum.,Not at all.
Você tem que ser maluco para fazer alguma coisa assim.,You've got to be crazy to do something like that.
Andersen tinha medo de cachorros também.,"Andersen was afraid of dogs, too."
O que que é isso?,What's that?
Essas casas são grandes.,Those houses are big.
Alice sorriu.,Alice smiled.
As formigas estão fervilhando ao redor do açúcar.,Ants are swarming around the sugar.
Eu não quero entrar em apuros.,I don't want to go out on a limb.
Ela sabe que está bonita.,She knows she's looking fine.
Ela é nossa professora.,She's our teacher.
Ele vai ter um ataque do coração.,He's going to have a heart attack.
Como aquele cachorro é velho!,How old that dog is!
"Você vai para escola, não é?","You go to school, don't you?"
"Você frequenta a escola, não é?","You go to school, don't you?"
O que você não tem?,What don't you have?
E você vai erguê-lo em 3 dias?,And you are going to raise it in three days?
Você está sempre reclamando!,You're always complaining!
Talvez você esteja certo.,Maybe you're right.
Talvez você tenha razão.,Maybe you're right.
Eu não quis dizer você.,I don't mean you.
Eu espero e sei que você foi excelente!,I hope and I know you did great!
É exatamente como você diz.,It's just like you say.
Eu compreendo por que você não quer ir lá.,I see why you don't want to go there.
Quero ir aonde quer que você vá.,I want to go wherever you're going.
Sentirei saudades de você.,I'll miss you.
"Saia do meu caminho, garoto.","Out of my way, boy."
Aqui está ele!,Here he is!
Lá vai nosso ônibus.,There goes our bus.
Eu conheço-o.,I know him.
Vamos alugar uma bicicleta ali.,Let's rent a bike there.
Ele atirou em mim.,He shot at me.
Eu vou matá-lo.,I'll kill him.
Eu o matarei.,I'll kill him.
Agora eu me lembro.,Now I remember.
"Sim, eu sempre pensei que isso é plano como o nariz na sua cara.","Yeah, I've always thought it's as plain as the nose on your face."
"Bem, acabo de me lembrar.","Well, I just remembered."
Estou morrendo de vontade de uma cerveja!,I'm dying for a beer!
Me acorda às oito.,Get me up at eight.
Vamos começar na Lição 10.,Let's start with Lesson Ten.
"Ela gosta de música, certo? ""Então ela gosta.""","She likes music, doesn't she? ""So she does."""
"Ele está certo? ""Eu acho que não.""","Is he right? ""I don't think so."""
"Quem te ajudou? ""Foi Tom.""","Who helped you? ""Tom did."""
"Quero uma casa para manter-me aquecido, ele disse.","I want a house to keep me warm, he said."
"Anime-se, ela me disse.","Cheer up, she said to me."
"Olá, disse Tom, sorrindo.","Hello, said Tom, smiling."
"João disse: ""Galera, vamos fazer uma pausa.""","John said, ""Hey guys, let's take a break."""
"Quero comprar coisas, disse o menino.","I want to buy things, the boy said."
A-rá! eles diriam.,Aha! they would say.
"Sim, fi-lo, disse ele.","Yes, I did, he said."
"Por quê? perguntou a filha, um tantinho zangada.","Why? asked the daughter, a trifle irritated."
"Eu a vi cinco dias atrás, ele disse.","I saw her five days ago, he said."
Ufa! Esta ladeira está difícil. Mas a volta será moleza.,Whew! This is a tough hill. But coming back sure will be a breeze.
E eu sou seu treinador.,"And, I'm your coach."
Eu vou à cidade.,I'm going downtown.
Você que sabe.,It's up to you.
Depende de você.,It's up to you.
A polícia o manteve sob custódia.,The police held him in custody.
Essa é uma sugestão construtiva.,That's a constructive suggestion!
Proibido cães.,No dogs allowed.
O cachorro arrancou a carne do osso.,The dog bit meat off the bone.
Não me fale.,Don't tell me.
O lago estava congelado.,The lake was frozen.
Eu vou precisar te ligar de volta.,I'm gonna have to call you back.
"Você sabe disso, não sabe?","You know about that, don't you?"
Não me leve a mal.,Don't get me wrong.
Vamos nos reversar remando.,Let's take turns rowing the boat.
Como o tempo voa.,How time flies!
"Você fala demais, disse.","You talk too much, he said."
Ela não foi seriamente machucada.,She was not seriously injured.
Ela não estava seriamente machucada.,She was not seriously injured.
Pense nisso.,Think about it.
Ouvi dizer que você está nadando em dinheiro.,I heard you're raking in the money.
Gostaria de ir.,I'd like to go.
Vamos!,Let's go!
Vamos lá!,Let's go!
"O quanto mais alto nós escalamos, mas frio fica.","The higher we climb, the colder it becomes."
Não estou com vontade de fazer minha tarefa de matemática agora.,I don't feel like doing my math homework now.
Agora ele não tem mais nada para o que viver.,Now he has nothing to live for.
"Está calor hoje cedo, né?","Warm this morning, isn't it?"
"Manhã quente essa, não?","Warm this morning, isn't it?"
Hoje de manhã recebi um telegrama de casa dizendo que meu pai adoecera repentinamente.,This morning I got a telegram from home saying that my father had been suddenly taken ill.
Você não virá para minha casa no próximo domingo?,Won't you come to my house next Sunday?
Vamos parar aqui.,Let's stop here.
Vamos parar por aqui.,Let's stop here.
Você fez de mim o que sou.,You've made me what I am.
